Player,Nation,Age,Pos,Squad,Comp,MP,Starts,Min,90s,Touches,Carries,PrgDist,PrgC,PrgP,PrgR,Att_stats_possession,Succ,Succ%,Gls,Ast,G+A,xG,npxG,xAG,xG+xAG,Crs,Tkl,Int,Tkl+Int,Blocks,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,G-xG,np:G-xG,KP,PPA,1/3,CrsPA,SCA,SCA90,GCA,GCA90,Att Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Live_stats_possession,Rec,Won,Lost,Cmp,Clr,FatigueIndex,StyleInsight,PlayerCluster,PlayerStyle,PlayerImg,TeamImg
Alejandro Balde,es ESP,22.0,DF,Barcelona,es La Liga,10,9,721,8.0,565,301,1108,21,32,57,19,9,47.4,0,1,1,0.1,0.1,0.7,0.1,12,16,3,19,9,2,0,0.0,0.25,0.0,0.0,,-0.1,-0.1,9,8,14,1,29,3.62,5,0.62,18,134,226,212,565,391,7,2,442,14,0.389040862519064,Liga equilibrada,3,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Esapana-inglaterra-74_%2848899354493%29.jpg/250px-Esapana-inglaterra-74_%2848899354493%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/FC_Barcelona_%28crest%29.svg/250px-FC_Barcelona_%28crest%29.svg.png
Fabio Baldé,pt POR,20.0,"FW,MF",Hamburger SV,de Bundesliga,7,0,101,1.1,51,26,26,3,0,7,6,3,50.0,0,1,1,0.2,0.2,0.3,0.4,5,3,0,3,1,2,1,50.0,1.78,0.89,0.0,0.0,-0.2,-0.2,1,0,0,0,3,2.67,1,0.89,5,10,12,32,51,29,0,2,21,1,-1.0130890958665644,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/2025-03-10_Fabio_Balde_HSV_1_%28cropped%29.jpg/250px-2025-03-10_Fabio_Balde_HSV_1_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Hamburger_SV_logo.svg/250px-Hamburger_SV_logo.svg.png
Carlos Baleba,cm CMR,21.0,MF,Brighton,eng Premier League,13,11,697,7.7,381,220,765,7,14,7,9,5,55.6,0,0,0,0.2,0.2,0.1,0.03,0,12,12,24,3,9,0,0.0,1.16,0.0,0.0,,-0.2,-0.2,3,2,16,0,7,0.9,0,0.0,0,93,239,56,381,219,13,8,248,15,0.2582462463076248,Liga equilibrada,3,Pivote Defensivo,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Brighton_and_Hove_Albion_FC_crest.svg/250px-Brighton_and_Hove_Albion_FC_crest.svg.png
Leonardo Balerdi,ar ARG,26.0,DF,Marseille,fr Ligue 1,10,7,697,7.7,684,459,3141,1,23,2,5,3,60.0,0,1,1,0.9,0.9,0.1,0.14,1,20,9,29,2,8,2,25.0,1.03,0.26,0.0,0.0,-0.9,-0.9,3,3,37,0,12,1.55,1,0.13,9,307,347,34,684,502,16,4,555,39,1.0217437671462442,Liga ofensiva y vertical,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Balerdi_asse_om_2425.png/250px-Balerdi_asse_om_2425.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Olympique_Marseille_logo.svg/250px-Olympique_Marseille_logo.svg.png
Daniel Ballard,nir NIR,26.0,DF,Sunderland,eng Premier League,11,8,762,8.5,487,258,2229,4,21,3,0,0,,2,0,2,1.1,1.1,0.7,0.21,0,10,6,16,2,13,5,38.5,1.54,0.59,0.15,0.4,0.9,0.9,6,2,24,0,10,1.18,0,0.0,30,265,185,40,487,284,46,1,298,67,0.5232421336498225,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Daniel_Ballard.jpg/250px-Daniel_Ballard.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Logo_Sunderland.svg/330px-Logo_Sunderland.svg.png
Iván Balliu,al ALB,33.0,DF,Rayo Vallecano,es La Liga,4,1,133,1.5,115,65,607,4,17,5,3,2,66.7,0,0,0,0.0,0.0,0.0,0.01,5,3,1,4,1,1,0,0.0,0.68,0.0,0.0,,0.0,0.0,0,0,9,0,4,2.71,0,0.0,1,28,66,22,115,78,0,1,85,2,-0.8188737510694641,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/RC_Lens_-_FC_Metz_%2809-02-2019%29_77_%28Balliu%29.jpg/250px-RC_Lens_-_FC_Metz_%2809-02-2019%29_77_%28Balliu%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Rayo_Vallecano_logo.svg/250px-Rayo_Vallecano_logo.svg.png
Fodé Ballo-Touré,sn SEN,28.0,DF,Metz,fr Ligue 1,5,4,320,3.6,240,148,489,12,9,15,11,5,45.5,0,0,0,0.1,0.1,0.6,0.17,7,9,2,11,5,2,0,0.0,0.56,0.0,0.0,,-0.1,-0.1,2,2,7,1,4,1.13,0,0.0,4,87,113,41,240,167,4,1,178,3,-0.44118273995185,Liga ofensiva y vertical,3,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Fod%C3%A9_Ballo-Tour%C3%A9_%28cropped%29.jpg/250px-Fod%C3%A9_Ballo-Tour%C3%A9_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/FC_Metz_2021_Logo.svg/250px-FC_Metz_2021_Logo.svg.png
Folarin Balogun,us USA,24.0,FW,Monaco,fr Ligue 1,11,7,664,7.4,213,121,201,14,13,62,13,6,46.2,4,1,5,4.7,3.9,1.0,0.77,2,4,3,7,6,22,8,36.4,2.98,1.08,0.14,0.38,-0.7,-0.9,5,4,2,0,20,2.71,3,0.41,49,12,94,109,212,170,9,2,104,4,-0.2017858305196823,Liga ofensiva y vertical,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Balogun_asse_asm_2425.png/250px-Balogun_asse_asm_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/LogoASMonacoFC2021.svg/250px-LogoASMonacoFC2021.svg.png
Abdoulaye Bamba,ci CIV,35.0,DF,Angers,fr Ligue 1,1,0,10,0.1,9,4,9,0,0,2,0,0,,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,1,5,3,9,5,0,0,5,1,-1.1787622238377553,Liga ofensiva y vertical,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Bamba_asse_sco_2425.png/250px-Bamba_asse_sco_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Angers_SCO_logo.svg/250px-Angers_SCO_logo.svg.png
Aladji Bamba,fr FRA,19.0,MF,Monaco,fr Ligue 1,5,2,131,1.5,148,79,472,1,10,2,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,8,2,10,1,0,0,,0.0,0.0,,,0.0,0.0,0,1,11,0,3,2.06,0,0.0,0,27,110,12,148,111,7,1,114,4,-0.7516025772872148,Liga ofensiva y vertical,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/LogoASMonacoFC2021.svg/250px-LogoASMonacoFC2021.svg.png
Mohamed Bamba,ci CIV,23.0,FW,Lorient,fr Ligue 1,13,7,593,6.6,172,86,194,4,5,22,5,2,40.0,1,1,2,2.2,1.4,1.1,0.51,3,3,1,4,6,9,5,55.6,1.37,0.76,0.11,0.2,-1.2,-0.4,5,1,2,0,8,1.21,2,0.3,20,24,91,59,171,113,14,2,80,6,-0.3624238708450278,Liga ofensiva y vertical,0,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Mo_Bamba_rebound_%28cropped%29.jpg/250px-Mo_Bamba_rebound_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/FC_Lorient_logo.svg/250px-FC_Lorient_logo.svg.png
Lameck Banda,zm ZAM,24.0,FW,Lecce,it Serie A,10,5,478,5.3,198,134,282,11,8,37,18,5,27.8,1,0,1,0.8,0.8,0.3,0.21,17,8,3,11,7,7,4,57.1,1.32,0.75,0.14,0.25,0.2,0.2,3,6,3,1,6,1.13,1,0.19,12,28,84,89,198,136,5,5,96,6,-0.3251220600246051,Liga equilibrada,3,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Lameck_Banda_2019.jpg/250px-Lameck_Banda_2019.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/US_Lecce_crest.svg/250px-US_Lecce_crest.svg.png
Noahkai Banks,us USA,19.0,DF,Augsburg,de Bundesliga,9,7,621,6.9,389,178,1552,4,25,5,6,1,16.7,1,0,1,0.9,0.9,0.0,0.13,1,11,6,17,2,4,2,50.0,0.58,0.29,0.25,0.5,0.1,0.1,1,2,29,0,9,1.3,0,0.0,4,138,219,34,389,239,14,2,278,33,0.1656772220424642,Liga equilibrada,0,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Noahkai_Banks.jpg/250px-Noahkai_Banks.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/FC_Augsburg_logo.svg/250px-FC_Augsburg_logo.svg.png
Ezechiel Banzuzi,nl NED,20.0,MF,RB Leipzig,de Bundesliga,11,1,317,3.5,204,85,457,2,12,9,3,2,66.7,0,1,1,0.5,0.5,0.2,0.2,2,9,4,13,0,7,3,42.9,1.99,0.85,0.0,0.0,-0.5,-0.5,4,1,6,0,10,2.85,1,0.28,7,65,92,48,204,120,13,1,115,22,-0.512079075526578,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/40px-Flag_of_the_Netherlands.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/RB_Leipzig_2014_logo.svg/330px-RB_Leipzig_2014_logo.svg.png
Tommaso Barbieri,it ITA,23.0,"FW,DF",Cremonese,it Serie A,7,5,497,5.5,264,132,602,12,15,25,11,3,27.3,0,0,0,0.5,0.5,0.4,0.15,18,21,5,26,6,6,1,16.7,1.09,0.18,0.0,0.0,-0.5,-0.5,4,5,12,1,9,1.63,0,0.0,11,82,104,82,264,141,5,5,118,8,-0.0762959976706864,Liga equilibrada,3,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/US_Cremonese_logo.svg/250px-US_Cremonese_logo.svg.png
Valentín Barco,ar ARG,21.0,"MF,DF",Strasbourg,fr Ligue 1,13,12,1062,11.8,839,550,3277,19,88,41,38,16,42.1,1,4,5,1.3,1.3,3.4,0.4,37,29,7,36,9,13,4,30.8,1.1,0.34,0.08,0.25,-0.3,-0.3,17,26,50,2,42,3.56,10,0.85,17,212,429,210,839,611,6,3,583,10,1.6439093098048077,Liga ofensiva y vertical,1,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Entrenamiento_Argentina_Sub20_previo_al_mundial_-_BugWarp_%2813%29_%28cropped%29_%28cropped%29.jpg/250px-Entrenamiento_Argentina_Sub20_previo_al_mundial_-_BugWarp_%2813%29_%28cropped%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Racing_Club_de_Strasbourg_logo.svg/250px-Racing_Club_de_Strasbourg_logo.svg.png
Bradley Barcola,fr FRA,23.0,FW,Paris S-G,fr Ligue 1,11,8,670,7.4,412,287,809,32,28,112,39,14,35.9,5,0,5,3.5,3.5,1.3,0.65,7,10,3,13,6,29,15,51.7,3.9,2.01,0.17,0.33,1.5,1.5,14,16,12,1,31,4.16,4,0.54,57,25,107,289,412,348,4,5,253,2,0.1939209320411471,Liga ofensiva y vertical,5,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Barcola_asse_psg_2425.png/250px-Barcola_asse_psg_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Paris_Saint-Germain_F.C..svg/250px-Paris_Saint-Germain_F.C..svg.png
Melvin Bard,fr FRA,25.0,"DF,MF",Nice,fr Ligue 1,14,12,1170,13.0,782,465,2784,27,44,48,15,10,66.7,1,0,1,0.4,0.4,0.4,0.06,46,15,14,29,18,9,3,33.3,0.69,0.23,0.11,0.33,0.6,0.6,8,14,43,13,18,1.38,0,0.0,9,264,372,157,782,491,15,11,494,45,1.483300467696245,Liga ofensiva y vertical,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Bard_asse_ogcn_2425.png/250px-Bard_asse_ogcn_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/OGC_Nice_logo.svg/250px-OGC_Nice_logo.svg.png
Roony Bardghji,se SWE,20.0,FW,Barcelona,es La Liga,7,2,177,2.0,129,90,286,7,10,25,22,12,54.5,0,0,0,0.6,0.6,0.5,0.57,14,2,0,2,4,9,7,77.8,4.58,3.56,0.0,0.0,-0.6,-0.6,5,7,3,3,14,7.12,1,0.51,12,1,45,84,129,105,0,0,80,0,-0.8136713348875082,Liga equilibrada,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Roony_Bardghji%2C_Vejle_Boldklub_-_FC_K%C3%B8benhavn%2C_29._July_2023_-_opvarmning_%28cropped%29.jpg/250px-Roony_Bardghji%2C_Vejle_Boldklub_-_FC_K%C3%B8benhavn%2C_29._July_2023_-_opvarmning_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/FC_Barcelona_%28crest%29.svg/250px-FC_Barcelona_%28crest%29.svg.png
Nicolò Barella,it ITA,28.0,MF,Inter,it Serie A,13,12,1015,11.3,882,534,3375,30,94,59,19,9,47.4,1,4,5,1.3,1.3,3.6,0.44,49,20,2,22,15,14,1,7.1,1.24,0.09,0.07,1.0,-0.3,-0.3,30,36,66,10,57,5.05,7,0.62,37,127,409,354,882,674,5,12,645,6,1.421012392566912,Liga equilibrada,1,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Nicol%C3%B2_Barella_in_2021_%28cropped_2%29.jpg/250px-Nicol%C3%B2_Barella_in_2021_%28cropped_2%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/FC_Internazionale_Milano_2021.svg/250px-FC_Internazionale_Milano_2021.svg.png
Kike Barja,es ESP,28.0,"FW,MF",Osasuna,es La Liga,11,1,143,1.6,77,50,125,8,1,11,9,2,22.2,0,0,0,0.1,0.1,0.3,0.19,20,1,0,1,5,1,0,0.0,0.63,0.0,0.0,,-0.1,-0.1,2,3,1,3,2,1.26,0,0.0,2,7,23,47,77,52,2,1,33,3,-0.9425130019110866,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/CSC_0149_%2829636216028%29_Kike_%28cropped%29.jpg/250px-CSC_0149_%2829636216028%29_Kike_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/CA_Osasuna_2024_crest.svg/250px-CA_Osasuna_2024_crest.svg.png
Ross Barkley,eng ENG,31.0,MF,Aston Villa,eng Premier League,7,0,121,1.3,68,35,239,5,9,4,2,0,0.0,1,0,1,0.4,0.4,0.5,0.65,0,3,0,3,0,4,2,50.0,2.98,1.49,0.25,0.5,0.6,0.6,2,2,5,0,4,2.98,1,0.74,5,16,36,17,68,44,2,3,44,1,-0.9458294272278353,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Ross_Barkley_in_2019.jpg/250px-Ross_Barkley_in_2019.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Aston_Villa_FC_new_crest.svg/250px-Aston_Villa_FC_new_crest.svg.png
Ashley Barnes,eng ENG,36.0,FW,Burnley,eng Premier League,1,0,8,0.1,8,3,12,0,0,1,1,1,100.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,6,2,8,7,4,0,1,0,-1.1809566111693413,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Ashley_Barnes_26042025_%283%29.jpg/250px-Ashley_Barnes_26042025_%283%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Burnley_FC_Logo.svg/250px-Burnley_FC_Logo.svg.png
Harvey Barnes,eng ENG,27.0,FW,Newcastle Utd,eng Premier League,13,6,624,6.9,257,178,631,24,25,66,19,4,21.1,3,0,3,3.1,3.1,1.1,0.6,23,3,1,4,10,18,7,38.9,2.6,1.01,0.17,0.43,-0.1,-0.1,8,9,8,4,19,2.74,3,0.43,38,21,86,154,257,196,2,4,138,7,-0.1371608309744166,Liga equilibrada,4,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Harvey_Barnes_2022_%28cropped%29.jpg/250px-Harvey_Barnes_2022_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Newcastle_United_Logo.svg/250px-Newcastle_United_Logo.svg.png
Ander Barrenetxea,es ESP,23.0,"MF,FW",Real Sociedad,es La Liga,13,11,898,10.0,550,345,1407,43,44,86,69,30,43.5,3,3,6,1.4,1.4,3.2,0.46,43,9,5,14,15,18,7,38.9,1.8,0.7,0.17,0.43,1.6,1.6,23,14,16,4,49,4.91,6,0.6,57,69,205,287,550,370,4,6,293,7,0.6282745922300055,Liga equilibrada,5,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Real_Sociedad_logo.svg/250px-Real_Sociedad_logo.svg.png
Pablo Barrios,es ESP,22.0,MF,Atlético Madrid,es La Liga,13,11,974,10.8,769,500,2485,30,83,35,40,24,60.0,1,0,1,1.4,1.4,0.6,0.19,17,16,16,32,10,15,5,33.3,1.39,0.46,0.07,0.2,-0.4,-0.4,10,20,74,5,27,2.49,0,0.0,24,120,427,236,769,578,13,8,564,10,1.3053783680151347,Liga equilibrada,1,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Atletico_Madrid_Logo_2024.svg/250px-Atletico_Madrid_Logo_2024.svg.png
Thierno Barry,fr FRA,23.0,FW,Everton,eng Premier League,13,6,552,6.1,194,85,89,4,5,32,11,4,36.4,0,0,0,1.6,1.6,0.0,0.27,0,0,2,2,2,11,0,0.0,1.79,0.0,0.0,,-1.6,-1.6,2,0,3,0,5,0.82,0,0.0,22,21,84,89,194,148,41,4,70,8,-0.4505184294751581,Liga equilibrada,0,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Everton_FC_logo.svg/250px-Everton_FC_logo.svg.png
Davide Bartesaghi,it ITA,19.0,"DF,FW",Milan,it Serie A,9,7,668,7.4,402,197,1318,9,12,62,9,3,33.3,0,0,0,0.2,0.2,1.2,0.19,35,10,3,13,2,6,2,33.3,0.81,0.27,0.0,0.0,-0.2,-0.2,12,7,16,5,21,2.83,0,0.0,10,115,149,140,402,258,3,5,265,19,0.1550554152802103,Liga equilibrada,3,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/250px-Logo_of_AC_Milan.svg.png
Marc Bartra,es ESP,34.0,DF,Betis,es La Liga,10,9,855,9.5,637,345,2758,4,17,0,3,1,33.3,1,0,1,0.2,0.2,0.0,0.02,1,28,15,43,5,4,2,50.0,0.42,0.21,0.25,0.5,0.8,0.8,1,2,31,0,8,0.84,0,0.0,4,349,261,30,637,392,17,14,427,60,1.147194925074397,Liga equilibrada,2,Defensa Contundente,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Marc_Bartra%2C_durante_un_encuentro_con_el_Real_Betis_Balompi%C3%A9_%28cropped%29.jpg/250px-Marc_Bartra%2C_durante_un_encuentro_con_el_Real_Betis_Balompi%C3%A9_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Real_betis_logo.svg/250px-Real_betis_logo.svg.png
Federico Baschirotto,it ITA,29.0,DF,Cremonese,it Serie A,12,12,1080,12.0,687,338,3220,5,18,2,0,0,,2,0,2,0.6,0.6,0.0,0.05,2,9,11,20,1,7,4,57.1,0.58,0.33,0.29,0.5,1.4,1.4,0,2,18,0,2,0.17,1,0.08,8,404,269,17,687,388,27,4,475,82,1.1798825601999896,Liga equilibrada,2,Defensa Contundente,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Federico_Baschirotto.jpg/250px-Federico_Baschirotto.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/US_Cremonese_logo.svg/250px-US_Cremonese_logo.svg.png
Toma Bašić,hr CRO,29.0,MF,Lazio,it Serie A,9,9,671,7.5,423,233,824,8,24,17,3,0,0.0,1,2,3,0.5,0.5,0.8,0.18,17,8,5,13,2,15,7,46.7,2.01,0.94,0.07,0.14,0.5,0.5,8,4,21,1,15,2.01,2,0.27,8,92,238,95,423,316,12,4,297,14,0.1286664075510252,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Toma_Basic_2021.jpg/250px-Toma_Basic_2021.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/250px-S.S._Lazio_badge.svg.png
Calvin Bassey,ng NGA,25.0,DF,Fulham,eng Premier League,13,12,1089,12.1,839,535,3723,14,35,3,9,4,44.4,0,0,0,0.2,0.2,0.1,0.02,5,22,7,29,11,2,0,0.0,0.17,0.0,0.0,,-0.2,-0.2,4,4,44,1,13,1.07,0,0.0,4,451,358,34,839,581,11,5,635,49,1.641478785666802,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/GAE_-_Ajax_-_52788531068_%28Calvin_Bassey%29.jpg/250px-GAE_-_Ajax_-_52788531068_%28Calvin_Bassey%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Fulham_FC_%28shield%29.svg/250px-Fulham_FC_%28shield%29.svg.png
Alessandro Bastoni,it ITA,26.0,DF,Inter,it Serie A,12,12,1043,11.6,1058,596,4690,25,72,48,4,2,50.0,1,3,4,0.9,0.9,0.8,0.15,36,23,8,31,13,11,3,27.3,0.95,0.26,0.09,0.33,0.1,0.1,11,19,76,7,27,2.33,5,0.43,16,297,526,243,1058,746,23,3,807,34,1.8542633452442123,Liga equilibrada,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Norway_Italy_-_June_2025_A_36_%28cropped%29.jpg/250px-Norway_Italy_-_June_2025_A_36_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/FC_Internazionale_Milano_2021.svg/250px-FC_Internazionale_Milano_2021.svg.png
Augusto Batalla,ar ARG,29.0,GK,Rayo Vallecano,es La Liga,13,13,1170,13.0,521,320,7751,0,0,0,1,1,100.0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,,0.0,0.0,,,0.0,0.0,1,2,14,0,5,0.38,0,0.0,0,519,2,0,521,305,5,1,325,9,1.759605113232947,Liga equilibrada,2,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Uni%C3%B3n_La_Calera_-_Colo-Colo_20190506_33.jpg/250px-Uni%C3%B3n_La_Calera_-_Colo-Colo_20190506_33.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Rayo_Vallecano_logo.svg/250px-Rayo_Vallecano_logo.svg.png
Michy Batshuayi,be BEL,32.0,FW,Eint Frankfurt,de Bundesliga,5,0,94,1.0,42,25,61,1,1,6,2,1,50.0,1,0,1,0.9,0.1,0.1,0.95,0,1,0,1,1,2,0,0.0,1.91,0.0,0.0,,0.1,-0.1,1,1,2,0,1,0.96,0,0.0,8,4,21,17,41,29,2,0,18,1,-1.0410463388605584,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Michy_Batshuayi_WC2022.jpg/250px-Michy_Batshuayi_WC2022.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Eintracht_Frankfurt_crest.svg/250px-Eintracht_Frankfurt_crest.svg.png
Martin Baturina,hr CRO,22.0,"FW,MF",Como,it Serie A,7,1,170,1.9,114,71,198,6,3,14,4,0,0.0,1,0,1,0.2,0.2,0.3,0.28,9,4,0,4,1,2,1,50.0,1.06,0.53,0.5,1.0,0.8,0.8,5,0,2,0,7,3.71,0,0.0,7,8,62,46,114,84,1,5,71,0,-0.8376725471691575,Liga equilibrada,0,Segundo Delantero / Asistidor,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/FC_Salzburg_gegen_GNK_Dinamo_Zagreb_%28UEFA_Championsleague_2022-10-05%29_52.jpg/250px-FC_Salzburg_gegen_GNK_Dinamo_Zagreb_%28UEFA_Championsleague_2022-10-05%29_52.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Calcio_Como_-_logo_%28Italy%2C_2019-%29.svg/250px-Calcio_Como_-_logo_%28Italy%2C_2019-%29.svg.png
Oliver Baumann,de GER,35.0,GK,Hoffenheim,de Bundesliga,12,12,1080,12.0,513,294,6724,0,1,0,1,1,100.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,1,18,0,4,0.33,1,0.08,0,503,10,0,513,295,5,2,350,8,1.4495609255198032,Liga equilibrada,2,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/OliverBaumann_%28cropped%29.jpg/250px-OliverBaumann_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Logo_TSG_Hoffenheim.svg/250px-Logo_TSG_Hoffenheim.svg.png
Christoph Baumgartner,at AUT,26.0,MF,RB Leipzig,de Bundesliga,12,11,955,10.6,462,213,945,16,36,40,14,6,42.9,5,3,8,4.8,4.0,1.2,0.56,2,18,8,26,5,26,11,42.3,2.45,1.04,0.19,0.45,0.2,1.0,16,11,19,0,30,2.83,5,0.47,43,102,239,126,461,297,14,15,244,18,0.5812997920447781,Liga equilibrada,4,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Austria_national_under-21_football_team_-_Teamcamp_October_2019_%2861%29_%28cropped%29.jpg/250px-Austria_national_under-21_football_team_-_Teamcamp_October_2019_%2861%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/RB_Leipzig_2014_logo.svg/330px-RB_Leipzig_2014_logo.svg.png
